Player Name,Team,Pos,Games,G,A,Pts,+/-,PIM,SOG,GWG,PP_G,PP_A,SH_G,SH_A,Def_Hits,Def_BS
Zach Werenski,CLS,D,36,1,26,27,4,10,91,0,0,6,0,0,7,60
Denis Gurianov,NSH,RW,10,1,1,2,3,0,20,0,0,0,0,0,10,6
Steven Lorentz,FLA,C,28,1,2,3,-7,6,22,1,0,0,0,0,33,10
Ethan Bear,WAS,D,12,1,2,3,-5,8,19,1,0,0,0,0,5,17
Dennis Gilbert,CGY,D,31,1,6,7,-5,16,23,0,0,0,0,0,48,47
Will Borgen,SEA,D,48,1,16,17,0,42,49,0,0,0,0,0,109,65
Jonas Siegenthaler,NJ,D,38,1,7,8,-1,14,46,0,0,0,0,0,48,58
Barclay Goodrow,NYR,LW,47,1,4,5,-9,43,36,0,0,0,0,0,74,47
Conor Sheary,TB,LW,32,1,8,9,0,6,28,0,0,0,0,0,5,21
Haydn Fleury,TB,D,12,1,3,4,3,4,9,0,0,0,0,0,10,15
Sammy Blais,STL,LW,37,1,6,7,-8,10,24,0,0,0,0,0,105,12
Max Willman,NJ,LW,12,1,1,2,1,2,13,0,0,0,0,0,11,4
Andreas Englund,LA,D,46,1,6,7,-4,48,28,0,0,0,0,0,103,51
Riley Tufte,COL,LW,5,1,1,2,-2,2,7,1,0,0,0,0,7,2
Uvis Balinskis,FLA,D,18,1,1,2,0,6,18,0,0,0,0,0,20,13
Troy Stecher,ARI,D,42,1,4,5,7,20,41,0,0,0,0,0,40,57
Oskar Steen,BOS,C,30,1,0,1,-2,4,22,0,0,0,0,0,53,18
Matthew Phillips,WAS,C,26,1,4,5,-2,0,15,0,0,0,0,0,3,14
Vincent Desharnais,EDM,D,43,1,5,6,2,27,28,0,0,0,0,0,54,60
Givani Smith,SJ,LW,26,1,2,3,-4,33,27,0,0,0,0,0,45,9
Samuel Girard,COL,D,28,1,11,12,0,2,32,0,0,1,0,0,33,57
Urho Vaakanainen,ANH,D,41,1,8,9,6,14,42,0,0,0,0,0,20,45
Juuso Valimaki,ARI,D,34,1,6,7,-2,6,26,0,0,4,0,0,26,39
Cody Glass,NSH,C,21,1,1,2,-11,14,35,0,0,0,0,0,14,6
Nick DeSimone,NJ,D,23,1,4,5,-4,2,19,1,0,0,0,0,12,21
Mathieu Olivier,CLS,RW,22,1,4,5,-1,19,21,0,0,0,0,0,53,13
Conor Timmins,TOR,D,16,1,5,6,5,8,14,0,0,2,0,0,16,17
Mario Ferraro,SJ,D,47,1,13,14,-21,26,79,0,0,0,0,0,58,138
Jack Studnicka,SJ,C,14,1,0,1,-4,2,11,0,0,0,0,0,16,5
Jonah Gadjovich,FLA,LW,21,1,2,3,0,68,18,0,0,0,0,0,25,6
Nicolas Hague,VGK,D,42,1,9,10,-2,32,63,1,0,0,0,0,50,66
Jesper Boqvist,BOS,C,14,1,2,3,6,4,17,0,0,0,0,0,15,5
Dylan Samberg,WPG,D,47,1,12,13,14,35,47,0,0,0,0,1,28,69
Jonas Rondbjerg,VGK,RW,14,1,2,3,4,0,14,0,0,0,0,0,2,5
Mikey Anderson,LA,D,46,1,13,14,11,12,62,0,0,0,0,1,63,88
Noah Cates,PHI,LW,28,1,4,5,-7,0,31,0,0,0,0,1,6,15
Sebastian Aho,NYI,D,40,1,5,6,-12,6,36,0,0,2,0,0,23,53
Marian Studenic,SEA,RW,2,0,0,0,-1,2,1,0,0,0,0,0,4,0
Olle Lycksell,PHI,RW,4,0,1,1,1,4,9,0,0,0,0,0,0,0
Jacob Bryson,BUF,D,5,0,0,0,-4,0,1,0,0,0,0,0,2,9
Jaret Anderson-Dolan,LA,C,18,0,3,3,-3,4,15,0,0,0,0,0,14,13
Ian Mitchell,BOS,D,13,0,2,2,6,10,11,0,0,0,0,0,3,13
Jake Leschyshyn,NYR,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
Kole Lind,SEA,RW,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Shane Bowers,NJ,C,3,0,0,0,1,0,2,0,0,0,0,0,1,0
Pierre-Olivier Joseph,PIT,D,19,0,3,3,-4,6,13,0,0,0,0,0,15,12
Jiri Smejkal,OTT,LW,9,0,1,1,-2,0,3,0,0,0,0,0,11,5
Matthew Highmore,OTT,C,6,0,1,1,-1,0,1,0,0,0,0,0,2,4
Zach Aston-Reese,DET,C,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Cal Foote,NJ,D,4,0,1,1,3,16,0,0,0,0,0,0,3,9
Filip Chytil,NYR,C,10,0,6,6,0,4,22,0,0,1,0,0,4,4
Andrew Peeke,CLS,D,18,0,6,6,-4,6,18,0,0,0,0,0,32,32
Rem Pitlick,CHI,C,8,0,0,0,-6,2,13,0,0,0,0,0,7,6
Josh Mahura,FLA,D,19,0,5,5,-4,8,16,0,0,0,0,0,16,13
Brett Murray,BUF,LW,2,0,0,0,-1,2,1,0,0,0,0,0,4,0
Victor Mete,PHI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1
William Lockwood,FLA,RW,23,0,1,1,2,14,18,0,0,0,0,0,42,7
Max Lajoie,TOR,D,4,0,0,0,0,0,0,0,0,0,0,0,3,5
Joona Koppanen,PIT,LW,3,0,0,0,0,0,2,0,0,0,0,0,1,1
Hardy Haman-Aktell,WAS,D,6,0,1,1,-2,2,5,0,0,0,0,0,8,5
Jacob Moverare,LA,D,5,0,0,0,-1,0,5,0,0,0,0,0,1,10
Rhett Gardner,PHI,C,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Dryden Hunt,CGY,LW,4,0,0,0,-3,0,10,0,0,0,0,0,4,0
Andrew Poturalski,SEA,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,0
Ilya Lyubushkin,ANH,D,46,0,4,4,-9,51,31,0,0,0,0,0,72,119
Philippe Myers,TB,D,5,0,0,0,-2,2,6,0,0,0,0,0,8,6
Samuel Laberge,NJ,LW,2,0,0,0,0,0,0,0,0,0,0,0,3,0
Alexander Nylander,PIT,RW,5,0,0,0,0,0,10,0,0,0,0,0,2,3
Lucas Johansen,WAS,D,6,0,1,1,1,4,4,0,0,0,0,0,1,7
Logan Stanley,WPG,D,7,0,0,0,1,4,5,0,0,0,0,0,7,9
Justin Kirkland,ARI,LW,2,0,0,0,0,0,1,0,0,0,0,0,5,1
William Lagesson,TOR,D,21,0,3,3,1,19,9,0,0,0,0,0,33,32
Mark Friedman,VAN,D,18,0,1,1,4,19,14,0,0,0,0,0,21,29
Oskar Lindblom,SJ,LW,1,0,0,0,-1,0,0,0,0,0,0,0,1,1
Austin Czarnik,DET,C,18,0,1,1,-3,6,14,0,0,0,0,0,1,6
Joel Hanley,DAL,D,24,0,3,3,5,12,11,0,0,0,0,0,22,24
Trevor van Riemsdyk,WAS,D,39,0,8,8,-9,12,42,0,0,0,0,1,5,54
Ross Johnston,ANH,LW,36,0,2,2,-4,68,26,0,0,0,0,0,55,16
Jordan Oesterle,CGY,D,21,0,2,2,-6,4,18,0,0,0,0,0,15,32
Patrick Brown,BOS,C,11,0,1,1,-3,2,7,0,0,0,0,0,18,3
Tomas Nosek,NJ,LW,6,0,0,0,-2,0,4,0,0,0,0,0,4,3
Jansen Harkins,PIT,C,31,0,4,4,-3,14,29,0,0,0,0,0,43,9
Oliver Kylington,CGY,D,2,0,0,0,0,0,3,0,0,0,0,0,1,2
Ryan Shea,PIT,D,22,0,0,0,-2,6,13,0,0,0,0,0,13,14
Caleb Jones,COL,D,20,0,4,4,5,8,16,0,0,0,0,0,23,24
Parker Wotherspoon,BOS,D,20,0,3,3,3,13,14,0,0,0,0,0,34,40
Brett Seney,CHI,LW,4,0,0,0,0,6,1,0,0,0,0,0,7,6
Adam Gaudette,STL,C,2,0,0,0,0,4,0,0,0,0,0,0,4,1
Erik Cernak,TB,D,39,0,5,5,-3,23,31,0,0,0,0,0,90,63
Noah Juulsen,VAN,D,32,0,3,3,-1,14,14,0,0,0,0,0,77,51
Colin White,PIT,C,5,0,0,0,1,0,3,0,0,0,0,0,5,2
Cody Ceci,EDM,D,45,0,13,13,10,10,48,0,0,0,0,1,30,65
Jujhar Khaira,MIN,C,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Adam Pelech,NYI,D,25,0,4,4,-1,17,26,0,0,0,0,1,19,42
Chris Tierney,NJ,C,27,0,4,4,1,2,15,0,0,0,0,0,9,6
Mackenzie MacEachern,STL,LW,8,0,1,1,-1,0,4,0,0,0,0,0,9,2
Max McCormick,SEA,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Seeler,PHI,D,50,0,7,7,15,65,60,0,0,0,0,2,65,141
Scott Mayfield,NYI,D,34,0,4,4,-8,27,29,0,0,0,0,0,42,90
Robert Hagg,ANH,D,5,0,0,0,-4,4,6,0,0,0,0,0,13,10
Nicolas Petan,MIN,C,6,0,2,2,-2,2,11,0,0,1,0,0,3,1
Zach Sanford,CHI,LW,22,0,5,5,0,6,16,0,0,1,0,0,12,15
John Hayden,SEA,C,2,0,0,0,-1,0,1,0,0,0,0,0,3,1
Connor Clifton,BUF,D,46,0,11,11,6,48,44,0,0,0,0,0,100,62
Anton Blidh,NYR,LW,1,0,0,0,-1,2,1,0,0,0,0,0,1,0
Nick Jensen,WAS,D,47,0,7,7,-6,4,43,0,0,0,0,0,28,68
Scott Sabourin,SJ,RW,3,0,0,0,0,9,3,0,0,0,0,0,10,1
Matt Benning,SJ,D,14,0,2,2,-5,14,13,0,0,0,0,0,15,29
Jaycob Megna,CHI,D,13,0,1,1,0,8,7,0,0,0,0,0,16,29
Connor Brown,EDM,RW,38,0,4,4,-8,4,65,0,0,0,0,0,12,12
Andreas Athanasiou,CHI,C,11,0,4,4,-5,0,20,0,0,1,0,0,3,3
Byron Froese,VGK,C,7,0,0,0,1,4,3,0,0,0,0,0,5,5
Nicolas Deslauriers,PHI,LW,45,0,3,3,-9,53,40,0,0,0,0,0,114,18
John Klingberg,TOR,D,14,0,5,5,-7,8,14,0,0,2,0,0,11,14
Justin Holl,DET,D,34,0,5,5,8,22,11,0,0,0,0,0,37,34
Jared Spurgeon,MIN,D,16,0,5,5,5,2,21,0,0,3,0,0,12,29
Jarred Tinordi,CHI,D,29,0,6,6,-18,35,20,0,0,0,0,1,80,61
Dylan McIlrath,WAS,D,1,0,0,0,0,5,1,0,0,0,0,0,1,0
Derek Forbort,BOS,D,24,0,4,4,12,17,15,0,0,0,0,0,38,44
Logan Couture,SJ,C,4,0,1,1,-1,4,3,0,0,0,0,0,7,5
Riley Nash,NYR,C,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Nicklas Backstrom,WAS,C,8,0,1,1,-3,2,12,0,0,0,0,0,2,5
Alex Goligoski,MIN,D,29,0,9,9,-6,14,27,0,0,2,0,0,21,29
Milan Lucic,BOS,LW,4,0,2,2,-1,2,1,0,0,0,0,0,8,2
Luke Schenn,NSH,D,30,0,5,5,1,18,33,0,0,0,0,0,85,38
Robert Bortuzzo,NYI,D,15,0,0,0,-1,19,5,0,0,0,0,0,16,20
T.J. Brodie,TOR,D,46,0,11,11,8,24,25,0,0,0,0,0,22,98
Dmitry Kulikov,FLA,D,45,0,11,11,2,32,48,0,0,0,0,2,55,56
Benoit-Olivier Groulx,ANH,C,28,0,2,2,-2,12,25,0,0,0,0,0,44,17
Kevin Bahl,NJ,D,47,0,7,7,-1,37,38,0,0,0,0,0,86,56
Scott Perunovich,STL,D,30,0,10,10,-5,6,23,0,0,5,0,0,7,28
Hugh McGing,STL,LW,5,0,0,0,-5,0,4,0,0,0,0,0,6,3
Declan Chisholm,WPG,D,2,0,1,1,1,0,0,0,0,0,0,0,0,2
Cole Koepke,TB,LW,8,0,2,2,0,0,7,0,0,0,0,0,16,1
Jan Jenik,ARI,C,1,0,0,0,-1,0,1,0,0,0,0,0,1,1
Linus Karlsson,VAN,C,4,0,0,0,0,0,4,0,0,0,0,0,3,2
Johnny Gruden,PIT,LW,4,0,0,0,-2,0,0,0,0,0,0,0,12,2
Jacob Peterson,SJ,LW,6,0,0,0,-3,2,3,0,0,0,0,0,5,5
Samuel Walker,MIN,RW,4,0,0,0,-3,0,3,0,0,0,0,0,2,1
Philip Kemp,EDM,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grigori Denisenko,VGK,LW,3,0,0,0,0,2,3,0,0,0,0,0,3,2
Liam Foudy,NSH,C,13,0,3,3,-2,2,7,0,0,0,0,0,5,4
Rasmus Kupari,WPG,C,21,0,1,1,-4,4,26,0,0,0,0,0,13,7
Adam Boqvist,CLS,D,20,0,7,7,-3,0,23,0,0,4,0,0,7,27
John Ludvig,PIT,D,19,0,1,1,-7,23,12,0,0,0,0,0,37,23
Graeme Clarke,NJ,RW,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Cole Schwindt,CGY,RW,3,0,0,0,-1,2,1,0,0,0,0,0,3,1
Marc Del Gaizo,NSH,D,5,0,3,3,2,2,3,0,0,0,0,0,8,7
Max Crozier,TB,D,7,0,2,2,1,5,8,0,0,0,0,0,9,10
Lukas Rousek,BUF,LW,5,0,0,0,-2,0,1,0,0,0,0,0,1,3
Shakir Mukhamadullin,SJ,D,1,0,0,0,0,0,3,0,0,0,0,0,1,2
Louis Crevier,CHI,D,15,0,3,3,-10,4,10,0,0,0,0,0,13,32
Santeri Hatakka,NJ,D,3,0,1,1,5,0,1,0,0,0,0,0,4,3
Jordan Spence,LA,D,40,0,14,14,7,4,49,0,0,2,0,0,35,33
Raphael Lavoie,EDM,C,7,0,0,0,-2,2,4,0,0,0,0,0,11,1
Ryan Johnson,BUF,D,30,0,6,6,4,10,25,0,0,0,0,0,4,32
Nikita Alexandrov,STL,C,15,0,1,1,-2,2,6,0,0,0,0,0,17,5
Vladislav Kolyachonok,ARI,D,1,0,0,0,0,2,1,0,0,0,0,0,1,0
Kyle MacLean,NYI,C,5,0,0,0,0,4,2,0,0,0,0,0,8,1
Trey Fix-Wolansky,CLS,RW,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Jake Christiansen,CLS,D,3,0,1,1,1,0,0,0,0,0,0,0,1,6
Jake Lucchini,MIN,LW,8,0,0,0,-1,2,3,0,0,0,0,0,5,1
Joe Snively,WAS,LW,3,0,0,0,-1,0,0,0,0,0,0,0,1,0
Grant Hutton,NYI,D,2,0,0,0,1,0,0,0,0,0,0,0,4,1
Milos Kelemen,ARI,LW,10,0,1,1,-2,0,5,0,0,0,0,0,14,3
Nikolai Knyzhov,SJ,D,10,0,1,1,-6,6,6,0,0,0,0,0,9,17
Kirby Dach,MON,C,2,0,2,2,2,0,3,0,0,0,0,0,3,0
Philip Broberg,EDM,D,10,0,0,0,-2,0,4,0,0,0,0,0,3,7
Tobias Bjornfot,VGK,D,3,0,0,0,-2,2,0,0,0,0,0,0,1,5
Victor Soderstrom,ARI,D,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Roby Jarventie,OTT,LW,7,0,1,1,-5,4,5,0,0,0,0,0,4,6
Ondrej Pavel,COL,RW,1,0,0,0,-1,0,1,0,0,0,0,0,0,0
Ilya Solovyov,CGY,D,6,0,2,2,-3,4,5,0,0,0,0,1,6,9
Connor Mackey,NYR,D,1,0,0,0,1,5,1,0,0,0,0,0,1,3
Adam Raska,MIN,LW,5,0,0,0,0,0,0,0,0,0,0,0,11,1
Emil Heineman,MON,LW,4,0,0,0,2,0,0,0,0,0,0,0,4,1
Tyler Kleven,OTT,D,5,0,1,1,1,0,2,0,0,0,0,0,2,4
Emil Andrae,PHI,D,4,0,0,0,-1,0,0,0,0,0,0,0,2,6
Yan Kuznetsov,CGY,D,1,0,0,0,-1,0,2,0,0,0,0,0,0,1
Justin Sourdif,FLA,C,3,0,0,0,0,0,2,0,0,0,0,0,5,2
Jack Thompson,TB,D,1,0,0,0,0,0,1,0,0,0,0,0,2,0
Isaak Phillips,CHI,D,26,0,5,5,-19,22,25,0,0,0,0,0,36,27
Matt Kessel,STL,D,12,0,0,0,1,2,8,0,0,0,0,0,4,24
Gage Goncalves,TB,C,2,0,0,0,0,6,0,0,0,0,0,0,2,0
Daemon Hunt,MIN,D,12,0,1,1,-1,0,7,0,0,0,0,0,8,17
Lukas Cormier,VGK,D,2,0,1,1,1,0,3,0,0,1,0,0,1,2
Danil Gushchin,SJ,RW,2,0,1,1,0,0,3,0,0,0,0,0,0,5
Wyatt Kaiser,CHI,D,23,0,4,4,1,20,10,0,0,0,0,0,15,29
Oskar Olausson,COL,LW,1,0,0,0,0,0,2,0,0,0,0,0,1,2
Emil Martinsen Lilleberg,TB,D,10,0,2,2,-3,4,4,0,0,0,0,0,32,10
Brandt Clarke,LA,D,6,0,1,1,-5,0,12,0,0,1,0,0,4,9
Simon Edvinsson,DET,D,2,0,1,1,0,2,1,0,0,0,0,0,3,0
Marc Johnstone,PIT,RW,1,0,0,0,-1,0,0,0,0,0,0,0,2,0
Cole McWard,VAN,D,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Nikolas Matinpalo,OTT,D,4,0,0,0,1,0,2,0,0,0,0,0,2,2
Akito Hirose,VAN,D,3,0,0,0,1,0,0,0,0,0,0,0,3,5
Isak Rosen,BUF,LW,7,0,0,0,-3,0,8,0,0,0,0,0,0,2
Brennan Othmann,NYR,LW,3,0,0,0,0,0,6,0,0,0,0,0,5,1
Mackie Samoskevich,FLA,C,7,0,0,0,-3,0,11,0,0,0,0,0,5,3
Olen Zellweger,ANH,D,3,0,1,1,0,0,3,0,0,1,0,0,3,5
Ryker Evans,SEA,D,13,0,4,4,0,4,25,0,0,2,0,0,17,14
Ryan Winterton,SEA,C,3,0,0,0,-1,0,1,0,0,0,0,0,1,1
Callahan Burke,CAR,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Declan Carlile,TB,D,1,0,0,0,1,0,0,0,0,0,0,0,1,2
Lucas Condotta,MON,LW,2,0,0,0,0,0,1,0,0,0,0,0,3,0
Nick Blankenburg,CLS,D,6,0,0,0,0,0,3,0,0,0,0,0,11,12
Georgi Merkulov,BOS,LW,4,0,0,0,1,0,3,0,0,0,0,0,2,4
Jiri Kulich,BUF,C,1,0,0,0,-1,0,1,0,0,0,0,0,0,0
Shane Wright,SEA,C,3,0,0,0,-1,0,1,0,0,0,0,0,1,3
Ivan Miroshnichenko,WAS,LW,4,0,0,0,-3,2,6,0,0,0,0,0,6,1
Fraser Minten,TOR,C,4,0,0,0,0,2,3,0,0,0,0,0,3,1
Matthew Savoie,BUF,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Klapka,CGY,RW,4,0,0,0,-1,2,0,0,0,0,0,0,8,1
Filip Roos,CHI,D,4,0,0,0,-4,0,2,0,0,0,0,0,7,2
